Tree ID,Day,Hour,Total Sunlight Collected over Day,Sunlight Collected,Total Cell Count,Branch Cell Count,Leaf Cell Count,Width of Tree,Height of Tree,Sunlight over Total Cells,Sunlight over Total Leaf Cells,Age,Growth Iterations,Fitness
Plant 90_0,0,2,0,0,4,4,0,6.923584,15.21965,0,0,2,2,0
Plant 91_0,0,2,3,3,1,1,0,2.25267,7.496155,3,0,2,2,3
Plant 92_0,0,2,0,0,0,0,0,2.364227,4.078703,0,0,2,2,0
Plant 93_0,0,2,0,0,1,1,0,2.027649,10.4652,0,0,2,2,0
Plant 94_0,0,2,0,0,1,1,0,3.607681,8.190473,0,0,2,2,0
Plant 95_0,0,2,3,3,0,0,0,4.632336,10.49004,0,0,2,2,3
Plant 96_0,0,2,0,0,1,1,0,1.690369,8.160007,0,0,2,2,0
Plant 97_0,0,2,0,0,1,1,0,2.315033,10.06632,0,0,2,2,0
Plant 98_0,0,2,0,0,0,0,0,3.246033,7.737983,0,0,2,2,0
Plant 99_0,0,2,6,6,0,0,0,4.646591,9.906632,0,0,2,2,6
Plant 0_0,0,3,0,0,0,0,0,7.446573,11.00578,0,0,3,2,0
Plant 1_0,0,3,3,3,0,0,0,4.858634,14.20726,0,0,3,2,3
Plant 2_0,0,3,12,9,43,43,0,33.83859,78.08966,0.2093023,0,3,3,12
Plant 3_0,0,3,6,6,0,0,0,7.531281,11.99969,0,0,3,2,6
Plant 4_0,0,3,0,0,0,0,0,3.918777,9.893363,0,0,3,2,0
Plant 5_0,0,3,3,0,13,13,0,9.622963,21.19241,0,0,3,3,3
Plant 6_0,0,3,0,0,1,1,0,3.129913,16.01948,0,0,3,2,0
Plant 7_0,0,3,0,0,0,0,0,4.640503,10.1102,0,0,3,2,0
Plant 8_0,0,3,0,0,0,0,0,1.600983,4.833092,0,0,3,2,0
Plant 9_0,0,3,0,0,4,4,0,7.572281,13.93157,0,0,3,2,0
Plant 10_0,0,3,3,3,1,1,0,4.852997,9.767274,3,0,3,2,3
Plant 11_0,0,3,0,0,1,1,0,3.369797,8.630378,0,0,3,2,0
Plant 12_0,0,3,0,0,0,0,0,3.651991,14.7788,0,0,3,2,0
Plant 13_0,0,3,0,0,0,0,0,3.214878,5.491262,0,0,3,2,0
Plant 14_0,0,3,3,3,0,0,0,3.856155,9.743243,0,0,3,2,3
Plant 15_0,0,3,3,3,0,0,0,4.623108,6.611663,0,0,3,2,3
Plant 16_0,0,3,0,0,0,0,0,5.033073,9.217804,0,0,3,2,0
Plant 17_0,0,3,48,41,480,480,0,122.4375,162.8458,0.08541667,0,3,4,48
Plant 18_0,0,3,0,0,1,1,0,4.36795,10.4513,0,0,3,2,0
Plant 19_0,0,3,0,0,0,0,0,2.359917,8.669008,0,0,3,2,0
Plant 20_0,0,3,21,18,24,24,0,28.32943,51.27069,0.75,0,3,3,21
Plant 21_0,0,3,51,44,480,480,0,143.7896,140.4144,0.09166667,0,3,4,51
Plant 22_0,0,3,0,0,1,1,0,3.121857,9.367741,0,0,3,2,0
Plant 23_0,0,3,0,0,1,1,0,4.848268,20.51145,0,0,3,2,0
Plant 24_0,0,3,6,6,0,0,0,9.507107,17.70095,0,0,3,2,6
Plant 25_0,0,3,0,0,1,1,0,4.232628,8.910336,0,0,3,2,0
Plant 26_0,0,3,0,0,1,1,0,2.510513,16.83098,0,0,3,2,0
Plant 27_0,0,3,9,6,22,22,0,21.33955,61.13018,0.2727273,0,3,3,9
Plant 28_0,0,3,6,3,16,16,0,21.03113,26.33983,0.1875,0,3,3,6
Plant 29_0,0,3,0,0,1,1,0,1.798798,4.157838,0,0,3,2,0
Plant 30_0,0,3,9,6,43,43,0,25.20581,70.607,0.1395349,0,3,3,9
Plant 31_0,0,3,0,0,0,0,0,2.023361,5.532539,0,0,3,2,0
